# vortex_number, sol, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc
0, 394, 12.8517, 3.43324e-05, 0.870094, 0.0739366, 2.8219, 0.350351, -2.39491, 0.748477, 632.74, 0.00775726, 10.37, 0.206205, 29.2631, 3.67944
1, 394, 14.6694, 6.28292e-05, 0.961356, 0.0400686, 10.8516, 0.671502, -1.81614, 0.151064, 630.577, 0.00480529, 8.1155, 0.105733, 88.0662, 5.56905
2, 394, 13.0277, 1.6664e-05, 1.66307, 0.142533, 1.31683, 0.153123, 3.18625, 1.85723, 632.813, 0.00969811, 13.8595, 0.492204, 18.2506, 2.21898
3, 394, 11.3445, 3.02543e-05, 1.50513, 0.0933159, 3.46154, 0.316645, -1.08071, 1.04009, 634.499, 0.0109649, 14.227, 1.33032, 49.2473, 6.44204
4, 394, 10.9624, 1.85493e-05, 2.65742, 0.0949836, 3.75592, 0.197948, 1.02488, 0.781033, 635.101, 0.0101756, 9.387, 0.545146, 35.2568, 2.76497
0, 395, 14.4133, 5.03695e-05, 2.17017, 0.0188855, 41.5976, 0.574212, -2.54131, 0.0648882, 629.6, 0.00390545, 8.0095, 0.138309, 333.176, 7.36566
1, 395, 12.6377, 1.6501e-05, 1.34284, 0.059448, 2.65586, 0.170225, -2.98269, 0.313631, 631.344, 0.00474274, 9.178, 0.202227, 24.3755, 1.65207
2, 395, 11.6186, 2.42413e-05, 1.7009, 0.0659538, 4.4952, 0.256478, 4.30084, 0.45285, 633.507, 0.00707746, 11.179, 0.433414, 50.2518, 3.46648
0, 397, 13.3931, 3.35241e-05, 1.06708, 0.0561322, 4.58468, 0.353106, 0.605514, 0.308795, 631.282, 0.00557344, 7.536, 0.13887, 34.5501, 2.73611
1, 397, 9.64168, 0.000417119, 0.359042, 0.0184081, 58.3292, 4.98036, -8.43775, 0.075109, 639.08, 0.00608879, 10.03, 0.23178, 585.042, 51.7502
2, 397, 12.6988, 1.85074e-05, 1.95628, 0.188793, 1.63157, 0.227361, -12.602, 3.05506, 632.073, 0.0161898, 8.431, 0.78151, 13.7558, 2.30223
0, 398, 9.03881, 3.12761e-05, 1.30695, 0.1148, 2.63119, 0.340581, -8.33346, 1.08602, 643.356, 0.0112132, 14.086, 0.352074, 37.0629, 4.88605
0, 399, 12.2148, 5.36181e-05, 1.76353, 0.190708, 3.54957, 0.578403, 6.60095, 1.61951, 630.631, 0.0273611, 8.521, 0.341826, 30.2459, 5.07573
1, 399, 14.734, 0.000630817, 0.399851, 0.0242581, 74.3323, 7.87134, -2.92633, 0.112172, 627.042, 0.00829377, 14.328, 0.304985, 1065.03, 115.036
2, 399, 11.2073, 0.000136933, 0.49963, 0.0502949, 9.79229, 1.4623, 0.815513, 0.205217, 631.92, 0.00597104, 9.141, 0.252718, 89.5113, 13.594
3, 399, 11.6623, 9.12359e-06, 1.60702, 0.0455397, 2.08663, 0.0883342, 6.23499, 1.12632, 631.523, 0.00605169, 9.868, 0.59541, 20.5909, 1.51769
4, 399, 12.2148, 4.69628e-05, 1.78346, 0.158051, 3.80053, 0.495529, -2.59971, 1.31344, 630.674, 0.0171236, 8.521, 0.338464, 32.3843, 4.414
0, 400, 11.533, 0.000266705, 1.0536, 0.0457508, 44.1277, 3.0617, -0.543102, 0.161951, 632.493, 0.00987725, 7.908, 0.100675, 348.962, 24.6161
1, 400, 13.3097, 1.78399e-05, 1.12189, 0.0425836, 3.31715, 0.185206, 0.16292, 0.46581, 630.191, 0.00489065, 11.1695, 0.649455, 37.0509, 2.98672
2, 400, 9.88325, 2.05457e-05, 2.43244, 0.796415, 0.961922, 0.307347, -10.2596, 1.60873, 636.257, 0.0122161, 10.0675, 0.242538, 9.68415, 3.103
3, 400, 16.4786, 4.29108e-06, 2.00149, 0.0260728, 1.63677, 0.032015, 1.10107, 0.606077, 622.012, 0.00318146, 8.1775, 0.325061, 13.3847, 0.592973
4, 400, 12.0856, 1.66799e-05, 4.29606, 0.137533, 3.7192, 0.176564, -14.7291, 1.58397, 631.743, 0.0168205, 9.1625, 0.396279, 34.0772, 2.18847
1, 401, 10.1974, 1.10033e-05, 2.08926, 0.0848405, 2.30813, 0.140826, -4.23492, 1.06381, 634.764, 0.00838012, 7.657, 0.209047, 17.6734, 1.18134
0, 402, 13.3658, 1.306e-05, 3.10554, 0.0401729, 7.2677, 0.139608, -0.0264149, 0.22769, 629.636, 0.00482706, 10.79, 0.12135, 78.4185, 1.74555
0, 403, 10.5647, 5.42296e-05, 0.96089, 0.0492247, 7.6215, 0.568382, -3.99094, 0.123388, 631.699, 0.00440714, 10.0945, 0.259641, 76.9352, 6.0692
1, 403, 12.078, 1.48134e-05, 1.28941, 0.0499573, 1.694, 0.0976277, -2.38025, 0.721217, 630.478, 0.0055119, 8.484, 0.505029, 14.3719, 1.19078
2, 403, 13.6408, 1.33901e-05, 1.50252, 0.0640878, 1.57869, 0.100932, 0.408304, 1.40757, 627.527, 0.00737435, 6.228, 0.570431, 9.83208, 1.09823
0, 405, 15.7183, 8.77119e-05, 0.721865, 0.0152638, 29.8439, 0.968052, -3.73369, 0.0443744, 619.763, 0.0025261, 8.692, 0.243369, 259.403, 11.1154
0, 406, 11.0922, 2.01207e-05, 1.22987, 0.0483914, 3.64978, 0.21276, 0.00279029, 0.552116, 628.107, 0.00585115, 8.053, 0.268418, 29.3917, 1.97366
1, 406, 13.0127, 2.23007e-05, 1.55348, 0.0591545, 4.21042, 0.237106, 0.140905, 0.516757, 626.832, 0.0067968, 8.052, 0.110333, 33.9023, 1.96488
0, 407, 10.864, 0.000520167, 0.346338, 0.022599, 67.5837, 9.35187, 0.513156, 0.509148, 628.757, 0.0226326, 16.241, 0.237085, 1097.63, 152.727
1, 407, 13.9299, 3.3513e-05, 2.09001, 0.401116, 1.58832, 0.420784, -3.97375, 0.19597, 623.632, 0.0185467, 17.5, 1.11534, 27.7956, 7.57381
2, 407, 10.9707, 0.000286658, 0.486402, 0.0202795, 49.3632, 3.33928, -1.27049, 0.0760114, 628.609, 0.00478789, 13.221, 0.27462, 652.631, 46.183
3, 407, 15.5513, 6.63493e-06, 1.05224, 0.104258, 1.36282, 0.167321, 3.17765, 0.474818, 618.658, 0.0036671, 17.162, 0.205537, 23.3887, 2.88519
4, 407, 13.9299, 2.04334e-05, 1.95799, 0.135481, 2.323, 0.240121, -1.40584, 1.77225, 623.776, 0.0139361, 15.7555, 0.647527, 36.6, 4.07129
5, 407, 12.1195, 1.63802e-05, 2.33997, 0.0778328, 3.51476, 0.171268, 7.65165, 0.623496, 628.213, 0.00807801, 7.869, 0.174275, 27.6576, 1.48038
0, 408, 9.57103, 2.31068e-05, 1.40253, 0.0762675, 3.07644, 0.246954, -6.91933, 0.792342, 633.464, 0.00827458, 9.951, 0.495716, 30.6137, 2.89219
0, 409, 15.8518, 5.94076e-05, 1.11389, 0.00734933, 64.4843, 0.721377, -2.31939, 0.0315637, 616.225, 0.00215542, 11.181, 0.115263, 720.999, 10.9681
1, 409, 14.0948, 2.73807e-05, 1.96977, 0.0692445, 5.60809, 0.287258, -1.70327, 0.246627, 622.116, 0.00629561, 5.102, 0.286988, 28.6125, 2.17676
0, 410, 13.1796, 1.37869e-05, 3.41118, 4.71306, 0.703445, 0.719478, -0.482588, 1.49044, 626.009, 0.0149837, 9.322, 0.355, 6.55751, 0
1, 410, 10.4499, 1.05341e-05, 2.61974, 0.158321, 1.42639, 0.118447, -6.85055, 2.10644, 628.789, 0.0110654, 5.715, 0.204959, 8.15182, 0.737358
0, 411, 14.8055, 7.12171e-05, 1.32878, 0.0159516, 42.6298, 0.814214, -5.15055, 0.0554939, 618.071, 0.00337668, 6.408, 0.112407, 273.172, 7.08408
1, 411, 10.0371, 1.47298e-05, 1.40673, 0.065057, 2.56164, 0.178591, -16.0897, 0.894892, 633.474, 0.00710602, 7.685, 0.195597, 19.6862, 1.46107
2, 411, 12.5215, 1.1723e-05, 3.13604, 0.0690479, 3.83423, 0.125726, 1.46919, 0.803834, 628.339, 0.00856693, 11.114, 0.525068, 42.6136, 2.45063
3, 411, 11.7457, 1.85053e-05, 4.68254, 0.082479, 7.56311, 0.197081, -1.44162, 0.399614, 628.918, 0.00945926, 7.817, 0.322323, 59.1208, 2.88376
0, 413, 14.7167, 4.23014e-05, 1.26839, 0.0370659, 10.4206, 0.4512, -6.54416, 0.136922, 615.941, 0.00434364, 12.2535, 0.263061, 127.689, 6.17105
1, 413, 13.1709, 1.65718e-05, 2.156, 0.0779987, 3.21641, 0.17075, -1.60973, 0.842252, 623.804, 0.0088182, 11.698, 0.882483, 37.6256, 3.47079
0, 414, 10.6184, 3.76093e-05, 1.49419, 0.0322996, 12.5257, 0.396631, -4.26106, 0.0656513, 628.274, 0.00322171, 7.74, 0.0916248, 96.9489, 3.27743
0, 415, 15.0782, 1.74558e-05, 0.690572, 0.0807707, 1.69722, 0.279161, 0.178672, 0.428601, 614.914, 0.00435301, 9.594, 0.908196, 16.2831, 3.09016
0, 416, 11.1785, 3.68384e-05, 2.32708, 5.96425, 0.515061, 0.848661, 12.6235, 2.02276, 625.855, 0.0106236, 15.378, 0.363, 7.92061, 0
1, 416, 13.8936, 0.000274004, 0.614454, 0.0369889, 32.7406, 3.04905, -3.98822, 0.112712, 618.706, 0.00656618, 5.224, 0.310046, 171.037, 18.8879
0, 417, 14.2212, 0.00011957, 0.919244, 0.040184, 19.6893, 1.28345, -5.91003, 0.0948362, 615.24, 0.00511616, 13.7925, 0.249657, 271.565, 18.3718
1, 417, 15.1735, 0.000180152, 0.405644, 0.0216817, 24.2571, 1.95804, -3.25358, 0.0568082, 611.264, 0.00316614, 8.9095, 0.128397, 216.119, 17.721
0, 418, 11.1869, 0.000364365, 0.387005, 0.0252612, 40.1243, 4.1377, -4.01288, 0.0852639, 626.263, 0.00530317, 8.0645, 0.266045, 323.582, 35.0344
1, 418, 14.7079, 0.000405885, 0.460643, 0.020828, 64.2925, 4.92717, -4.49303, 0.0893613, 610.707, 0.00636748, 9.862, 0.151552, 634.053, 49.559
0, 419, 14.4194, 0.000140586, 0.908751, 0.0630633, 14.5847, 1.48825, -3.66793, 0.128076, 612.426, 0.00667738, 7.8415, 0.343972, 114.366, 12.7027
1, 419, 12.144, 3.76535e-05, 0.896575, 0.0560253, 4.34587, 0.393216, -1.79835, 0.175508, 621.587, 0.00442122, 6.938, 0.484317, 30.1516, 3.44569
2, 419, 10.5439, 4.19804e-05, 1.30272, 0.107624, 3.61825, 0.435231, -6.00205, 0.666258, 627.413, 0.0102499, 8.819, 0.23955, 31.9093, 3.93495
0, 420, 11.8529, 1.68404e-05, 1.3246, 0.0496592, 3.26877, 0.179957, 0.906511, 0.379729, 622.973, 0.00489664, 8.6865, 0.361043, 28.3942, 1.95867
0, 421, 10.9884, 6.93846e-05, 1.82583, 0.0561001, 16.2529, 0.752028, -4.63027, 0.205451, 623.507, 0.00784229, 7.955, 0.0769102, 129.292, 6.11158
0, 422, 11.1743, 6.56029e-05, 0.83674, 0.0561249, 7.04162, 0.687486, -5.92732, 0.151125, 621.368, 0.00501979, 4.979, 0.618534, 35.0602, 5.53959
1, 422, 13.8856, 5.14237e-05, 4.21323, 0.0520964, 29.9208, 0.567677, -5.56558, 0.151652, 612.083, 0.00856878, 8.6475, 0.0780925, 258.74, 5.43671
2, 422, 12.8848, 2.59128e-05, 2.47312, 0.127758, 3.5818, 0.273929, 1.26586, 1.44366, 617.143, 0.0152736, 7.702, 0.752018, 27.587, 3.42149
0, 423, 11.0671, 6.47084e-05, 0.831023, 0.0330984, 11.695, 0.694194, -1.9582, 0.129532, 621.675, 0.00414955, 7.944, 0.142206, 92.9051, 5.76
1, 423, 12.9979, 7.47101e-06, 1.26174, 0.0296743, 2.5596, 0.0907711, -1.37771, 0.407709, 615.728, 0.00323904, 6.724, 0.224771, 17.2108, 0.838759
2, 423, 11.1378, 2.29844e-05, 1.29329, 0.0557198, 3.82802, 0.242761, -4.58981, 0.464586, 621.336, 0.00606157, 10.786, 0.648147, 41.289, 3.60723
1, 427, 12.0651, 6.9001e-05, 0.885446, 0.10081, 4.36846, 0.761957, -2.02348, 1.92828, 619.921, 0.0162622, 12.305, 0.771447, 53.7539, 9.96315
2, 427, 14.0389, 5.4112e-05, 2.37748, 0.0365561, 25.3264, 0.589848, -3.59678, 0.0978706, 610.703, 0.0053935, 3.428, 0.276385, 86.8189, 7.28603
0, 429, 14.2683, 0.000143826, 0.550685, 0.0146331, 38.9106, 1.62756, -5.13996, 0.0486155, 610.194, 0.00297684, 5.206, 0.251472, 202.569, 12.9436
1, 429, 11.3444, 6.14188e-05, 1.48844, 0.478718, 1.50814, 0.73156, -25.4798, 8.10083, 622.23, 0.0649589, 15.164, 1.59726, 22.8694, 11.3519
2, 429, 11.3423, 0.000529544, 0.725183, 0.0986118, 28.1577, 7.94421, -2.04136, 3.22008, 622.682, 0.0657472, 7.744, 0.126302, 218.053, 61.6227
0, 430, 11.8525, 0.000113598, 0.534603, 0.0959278, 4.55263, 1.17646, -0.41699, 0.207814, 620.187, 0.00674392, 9.052, 0.302451, 41.2104, 10.738
1, 430, 10.8309, 3.32204e-05, 1.04052, 0.0930941, 2.77724, 0.367615, -5.63645, 0.901642, 625.065, 0.00935668, 13.73, 0.434291, 38.1315, 5.18946
2, 430, 14.5533, 0.000155791, 0.392347, 0.0353611, 12.4449, 1.63971, -4.86796, 0.0663366, 606.732, 0.00349282, 8.675, 0.0993343, 107.96, 14.2781
3, 430, 10.9533, 1.48323e-05, 4.19731, 0.0841132, 5.32735, 0.159909, -5.3423, 0.826135, 624.563, 0.0111307, 7.6545, 0.14534, 40.7782, 1.44836
0, 431, 11.0643, 3.72336e-05, 1.48794, 0.0602231, 6.62262, 0.396276, -8.40851, 0.325806, 621.952, 0.0068539, 9.636, 0.263579, 63.8156, 4.19859
1, 431, 12.2655, 2.12612e-05, 2.002, 0.0348908, 8.78213, 0.226898, -0.956866, 0.155535, 618.017, 0.00410747, 12.7355, 0.454289, 111.845, 4.92618
0, 432, 15.1046, 2.8982e-05, 0.668163, 0.0189939, 7.33953, 0.308244, -1.69816, 0.0906558, 604.359, 0.00214088, 9.521, 0.389314, 69.8797, 4.09605
0, 433, 13.9624, 0.000211109, 1.19211, 0.202568, 8.94543, 2.26475, -5.66747, 0.341245, 611.168, 0.0254134, 6.3435, 0.233609, 56.7453, 14.5176
1, 433, 13.9625, 0.000140573, 1.19761, 0.134922, 8.98361, 1.46976, -1.55985, 0.251859, 611.173, 0.0114984, 6.3435, 0.233609, 56.9875, 9.5567
0, 434, 13.9803, 7.4899e-06, 1.64113, 0.0299365, 1.49696, 0.0431096, 3.71834, 0.797486, 610.963, 0.00414934, 8.378, 0.285042, 12.5415, 0.55903
0, 435, 9.34659, 7.10469e-05, 0.447548, 0.0590579, 3.87762, 0.745362, -17.5608, 0.298603, 638.489, 0.00547371, 13.426, 0.21072, 52.0609, 10.0405
1, 435, 11.9556, 4.34017e-05, 1.78159, 0.105623, 5.26858, 0.474483, 8.95722, 1.44208, 618.882, 0.0159757, 5.958, 0.210547, 31.3902, 3.03682
2, 435, 14.8178, 3.67708e-05, 1.50434, 0.0132504, 30.0344, 0.406034, -5.15288, 0.0386429, 606.294, 0.00219126, 6.5085, 0.2026, 195.479, 6.63405
3, 435, 11.9775, 7.84266e-06, 3.28736, 0.0718994, 1.34341, 0.0459571, 1.95432, 1.57836, 619.031, 0.00818135, 9.9655, 1.49968, 13.3878, 2.06608
0, 436, 10.2997, 2.20076e-05, 1.70732, 0.0994177, 2.292, 0.191232, 0.735484, 0.968665, 626.888, 0.00987624, 19.059, 1.03434, 43.6832, 4.34788
0, 438, 12.3613, 1.59677e-05, 1.18116, 0.0488279, 2.91634, 0.177587, -5.86625, 0.345641, 621.174, 0.00442878, 7.761, 0.206205, 22.6337, 1.50374
1, 438, 10.9202, 4.00496e-05, 1.71764, 0.0666065, 7.43534, 0.424296, -0.606692, 0.273186, 624.724, 0.00711092, 7.249, 0.287487, 53.8988, 3.74557
0, 440, 11.1581, 1.71037e-05, 1.2882, 0.0560111, 2.83698, 0.183816, -1.84178, 0.860766, 625.304, 0.00687452, 10.297, 0.152831, 29.2124, 1.94178
0, 441, 12.1657, 2.6854e-05, 1.4833, 0.581586, 1.33337, 0.639541, 6.75819, 2.5446, 619.772, 0.0196212, 8.128, 0.203227, 10.8376, 5.20525
1, 441, 9.58182, 3.11454e-05, 1.52006, 0.0541652, 6.29243, 0.330737, -14.9794, 0.285622, 637.832, 0.00599331, 9.178, 0.243313, 57.7519, 3.39975
0, 442, 13.5381, 6.94444e-05, 0.874863, 0.0356023, 12.2858, 0.730592, -7.69706, 0.0663596, 613.731, 0.00344889, 9.953, 0.193628, 122.281, 7.65081
1, 442, 10.4543, 3.69382e-05, 5.22974, 0.32746, 4.2559, 0.399442, -1.18252, 4.01269, 625.604, 0.04325, 11.6695, 0.838162, 49.6642, 5.86959
0, 443, 12.7928, 4.20697e-05, 1.03969, 0.0538717, 5.84537, 0.439554, -8.17844, 0.149026, 617.484, 0.00454224, 6.721, 0.209073, 39.2867, 3.19705
1, 443, 9.41128, 1.1062e-05, 2.62074, 0.182802, 1.69711, 0.171283, -6.75697, 2.80088, 636.613, 0.0149887, 8.718, 0.215929, 14.7954, 1.53755
2, 443, 14.6399, 3.10513e-05, 1.8645, 0.0443719, 9.39239, 0.332486, -3.75151, 0.204573, 606.889, 0.00544045, 9.567, 0.341493, 89.857, 4.51727
0, 444, 11.1659, 0.000149055, 0.59476, 0.0173339, 36.7747, 1.67677, -5.0248, 0.0559692, 622.088, 0.0033645, 11.238, 0.166931, 413.274, 19.8183
1, 444, 15.2311, 9.58496e-05, 0.468782, 0.016372, 19.7555, 1.02902, -3.75264, 0.038703, 602.568, 0.00209942, 14.237, 0.378663, 281.259, 16.4495
2, 444, 14.1378, 0.000134246, 0.629456, 0.0684202, 8.8918, 1.4107, -4.14199, 0.167036, 607.648, 0.00644164, 10.0585, 0.470713, 89.4382, 14.7939
0, 446, 9.31333, 2.88872e-05, 1.48194, 0.0630488, 4.88546, 0.306997, -14.2554, 0.451157, 642.546, 0.00711151, 9.578, 0.189646, 46.7929, 3.08293
1, 446, 15.4923, 5.95866e-06, 2.25946, 0.172141, 0.858212, 0.0614148, -0.718222, 0.570945, 604.454, 0.00295281, 11.508, 0.703448, 9.8763, 0.929502
0, 447, 13.6664, 1.79315e-05, 2.27081, 0.0404656, 7.2437, 0.191651, -3.14394, 0.228968, 613.35, 0.00485287, 8.205, 0.135896, 59.4346, 1.8552
0, 448, 15.0777, 2.99072e-05, 0.545263, 0.0238496, 4.92373, 0.314745, -3.95878, 0.11123, 606.435, 0.00228775, 7.41, 0.368674, 36.4848, 2.95543
1, 448, 11.8012, 1.73147e-05, 1.84721, 0.0623394, 3.67618, 0.184084, 0.940943, 0.712415, 621.811, 0.00755782, 9.1685, 0.336785, 33.7051, 2.09319
0, 450, 12.8503, 3.78259e-05, 2.45409, 0.037777, 17.6893, 0.403813, -5.26935, 0.0844997, 619.351, 0.00447046, 8.8265, 0.123674, 156.135, 4.1821
0, 451, 11.1, 3.56264e-05, 0.727796, 0.0709368, 2.48152, 0.355352, -4.01966, 1.04546, 626.514, 0.00822365, 8.222, 0.206868, 20.4031, 2.96646
1, 451, 10.4869, 7.31293e-05, 0.718308, 0.0457445, 8.26749, 0.768376, -8.22575, 0.119426, 631.027, 0.00432347, 12.512, 0.63035, 103.443, 10.9356
2, 451, 12.8611, 5.10298e-05, 0.994898, 0.067239, 5.43477, 0.545317, -3.74407, 0.507395, 619.12, 0.0080658, 6.302, 0.438528, 34.2499, 4.18213
0, 453, 9.81367, 2.03144e-05, 1.43766, 0.0554971, 3.78167, 0.217104, -18.2658, 0.6423, 636.957, 0.00684447, 8.642, 0.149059, 32.6812, 1.95906
1, 453, 12.8069, 4.89135e-05, 1.96617, 0.043665, 15.8525, 0.52929, -3.65374, 0.157904, 620.34, 0.00600315, 10.3425, 0.302582, 163.954, 7.27838
2, 453, 10.3472, 6.77712e-06, 3.34242, 0.0602594, 2.13431, 0.0564332, -8.75162, 1.64898, 631.576, 0.0088358, 6.83, 0.425877, 14.5773, 0.9873
3, 453, 12.2363, 1.39554e-05, 6.0968, 0.102635, 5.96736, 0.149882, -5.76242, 0.811542, 622.49, 0.0130209, 2.169, 0.197923, 12.9432, 1.225
0, 454, 13.8186, 0.000132538, 0.768264, 0.0189604, 38.6081, 1.49854, -4.17033, 0.0627426, 616.977, 0.00375523, 8.7035, 0.0847752, 336.026, 13.447
1, 454, 16.0672, 0.000114465, 0.556123, 0.0111772, 40.9334, 1.3027, -1.4796, 0.0381044, 607.075, 0.00229216, 9.4355, 0.158651, 386.227, 13.9017
2, 454, 12.1083, 0.000165874, 0.722656, 0.0373144, 23.121, 1.7973, -4.7863, 0.0954494, 625.792, 0.00525712, 7.7815, 0.116731, 179.916, 14.2437
3, 454, 11.1557, 2.02379e-05, 1.29074, 0.049072, 3.84058, 0.213802, -3.47363, 0.310885, 630.118, 0.00480264, 9.25, 0.813659, 35.5254, 3.69815
1, 455, 14.4738, 0.000103719, 0.798954, 0.0190555, 31.2838, 1.14925, -4.68458, 0.0567227, 612.629, 0.00326303, 7.861, 0.159294, 245.922, 10.3175
2, 455, 12.7036, 3.63822e-05, 1.26231, 0.105558, 1.17162, 0.169703, 17.5693, 2.45043, 623.375, 0.0126141, 9.2855, 0.862275, 10.8791, 1.87182
0, 456, 13.6515, 6.90632e-05, 0.411168, 0.0255526, 7.99937, 0.741936, -5.89999, 0.151943, 616.497, 0.00327777, 8.182, 0.0895, 65.4508, 6.11259
1, 456, 12.0811, 5.31142e-05, 1.73784, 0.0493658, 13.4567, 0.577654, -8.2138, 0.236216, 624.781, 0.00713882, 7.357, 0.267637, 99.0009, 5.57061
2, 456, 12.4582, 1.2514e-05, 5.93449, 0.799309, 1.44456, 0.256175, 4.48096, 8.09866, 622.81, 0.0431459, 10.772, 0.206691, 15.5608, 2.77562
0, 457, 10.3532, 4.15116e-05, 1.302, 0.173174, 2.4547, 0.489431, -9.08708, 2.34707, 632.281, 0.0185601, 5.51, 0.152947, 13.5254, 2.72277
1, 457, 10.3738, 2.23883e-05, 1.80589, 0.12949, 2.50629, 0.267057, -0.812321, 1.14307, 632.165, 0.0117923, 7.103, 0.873224, 17.8022, 2.89621
0, 458, 13.0425, 1.55097e-05, 2.80149, 0.248231, 0.979393, 0.102322, 3.1866, 1.99225, 618.811, 0.0102594, 5.4195, 1.08348, 5.30782, 1.19731
0, 459, 11.2589, 6.96628e-05, 0.894753, 0.0529927, 8.46631, 0.750766, -2.16107, 0.324191, 625.455, 0.00698476, 7.129, 0.556995, 60.3563, 7.1333
1, 459, 14.5798, 2.16626e-05, 1.99399, 0.0428155, 7.26075, 0.235425, -4.70624, 0.373565, 610.474, 0.00613884, 6.852, 0.1692, 49.7507, 2.02767
2, 459, 13.6888, 9.39945e-06, 8.18645, 0.180191, 3.16881, 0.10526, -2.58121, 2.89064, 614.319, 0.0234039, 1.787, 0.207337, 5.66266, 0.683408
0, 460, 10.8294, 8.28402e-05, 0.651885, 0.0435843, 8.918, 0.895543, 0.950615, 0.27367, 625.875, 0.00593165, 7.694, 0.160923, 68.6151, 7.03817
1, 460, 11.9259, 0.000124893, 1.34386, 0.0314573, 38.3582, 1.41128, -6.64615, 0.103781, 622.389, 0.00619575, 8.017, 0.155104, 307.518, 12.7831
2, 460, 14.253, 2.22312e-05, 1.13903, 0.0256575, 7.10404, 0.239028, -2.12286, 0.175671, 613.004, 0.00329658, 8.2485, 0.163252, 58.5977, 2.28742
0, 463, 10.5701, 2.20714e-05, 1.3543, 0.0544707, 3.97056, 0.230973, 2.53198, 0.162832, 635.606, 0.00408553, 7.836, 0.310052, 31.1133, 2.18891
1, 463, 13.7065, 1.52734e-05, 2.18351, 0.0238803, 10.0531, 0.163313, -4.69997, 0.0987251, 623.772, 0.00287981, 4.591, 0.0771443, 46.1538, 1.07871
0, 464, 13.3605, 3.70301e-05, 1.94313, 1.27101, 0.505532, 0.232739, 4.37798, 1.15208, 626.196, 0.00589368, 8.284, 0.34, 4.18783, 0
0, 465, 11.8301, 0.000113029, 0.943212, 0.0485815, 15.7982, 1.20047, -5.12104, 0.102689, 634.139, 0.00540365, 8.21, 0.0860095, 129.703, 9.94908
1, 465, 13.2565, 9.15875e-06, 1.53223, 0.0933989, 1.78932, 0.160173, 10.4678, 1.47484, 626.341, 0.00795277, 15.0685, 1.24502, 26.9624, 3.28452
2, 465, 12.9202, 4.06746e-05, 1.54055, 0.0419744, 10.7465, 0.434485, -4.78492, 0.157459, 628.548, 0.00500296, 6.192, 0.203247, 66.5423, 3.46534
3, 465, 12.5772, 2.44535e-05, 1.93115, 0.0596633, 5.69672, 0.264708, -3.93638, 0.606001, 630.542, 0.00823041, 5.653, 0.28967, 32.2036, 2.22761
0, 466, 14.8045, 4.36953e-05, 0.67402, 0.0446212, 4.7523, 0.455242, -4.84414, 0.126809, 616.47, 0.00351857, 4.445, 0.114667, 21.124, 2.09564
1, 466, 11.5329, 7.56347e-05, 1.08004, 0.180937, 3.29782, 0.819805, -9.93538, 1.9387, 634.855, 0.0203989, 9.042, 0.706628, 29.8189, 7.77034
2, 466, 13.4939, 5.667e-05, 2.95461, 0.134072, 8.98875, 0.612924, -9.78787, 0.845179, 624.205, 0.0183422, 7.141, 0.544797, 64.1887, 6.56797
0, 467, 14.4983, 0.000463783, 0.102614, 0.0358393, 9.47544, 6.16499, 31.5212, 1.91551, 616.767, 0.0219606, 4.423, 0.0802955, 41.9099, 27.2784
1, 467, 15.4655, 1.87511e-05, 0.522362, 0.0344689, 2.28001, 0.222301, -1.44173, 0.286374, 613.064, 0.00293549, 6.218, 0.175, 14.1771, 1.4387
2, 467, 14.4934, 9.72445e-05, 1.03604, 0.0106899, 67.4607, 1.19063, -5.42928, 0.0469995, 617.538, 0.00329284, 8.172, 0.137172, 551.289, 13.4276
3, 467, 11.7383, 1.85547e-05, 1.10601, 0.0806787, 1.82022, 0.197793, 0.272791, 1.65498, 633.103, 0.00881816, 7.2835, 0.175, 13.2576, 1.47542
4, 467, 12.4629, 2.37723e-05, 2.60298, 0.100084, 4.4574, 0.252323, -6.4802, 0.683376, 629.401, 0.0106738, 6.982, 0.315794, 31.1216, 2.25501
1, 468, 14.6281, 0.000112952, 0.680669, 0.016868, 32.785, 1.25674, -2.92085, 0.0514077, 617.158, 0.00296647, 4.468, 0.0431641, 146.483, 5.79069
2, 468, 10.9658, 3.01913e-05, 1.93333, 0.158635, 2.28188, 0.277026, -7.02687, 4.2987, 634.242, 0.0232413, 8.604, 0.39915, 19.6333, 2.55163
3, 468, 11.3681, 1.22851e-05, 1.25377, 0.0405793, 2.77616, 0.134144, 1.93048, 0.611998, 632.518, 0.00487954, 8.134, 0.15563, 22.5813, 1.17355
4, 468, 10.7421, 4.15314e-05, 2.528, 0.0398284, 18.9752, 0.446137, -5.15879, 0.0996566, 635.248, 0.00507014, 8.197, 0.304125, 155.54, 6.83198
0, 469, 12.9033, 5.80398e-05, 2.26923, 0.0605038, 15.6712, 0.616225, -5.46597, 0.127376, 628.143, 0.0066675, 2.4285, 0.212572, 38.0575, 3.65196
1, 469, 11.023, 1.34842e-05, 2.41366, 0.0308472, 7.59494, 0.144461, 0.8068, 0.178723, 636.411, 0.00380485, 5.6775, 0.349523, 43.1203, 2.77842
0, 470, 15.696, 6.02849e-05, 0.863284, 0.0119512, 31.3264, 0.668147, -2.07612, 0.0356092, 615.249, 0.00203105, 4.418, 0.0545428, 138.4, 3.41071
