# srt_ind, vortex_number, sols, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc, full_Vobs, full_Vobs_unc, full_b, full_b_unc, full_Pact, full_Pact_unc, full_Vact, full_Vact_unc, full_Dact, full_Dact_unc, full_Vobs_sigma
601, 3, 377, 13.0663, 3.62669e-05, 2.00419, 0.0491237, 10.6525, 0.383528, 0.237375, 0.131268, 639.838, 0.00510718, 8.161, 1.13804, 86.9351, 12.5205, -26.6277, 1.98406, -57.289, 6.61172, -21.1926, 6.48993, nan, nan, nan, nan, 13.4208
602, 0, 378, 13.1151, 5.35596e-05, 0.799724, 0.0766395, 4.03947, 0.568177, -0.00443146, 0.49751, 640.555, 0.00771292, 9.787, 1.57835, 39.5343, 8.46, -18.7218, 5.28872, -15.4752, 5.32782, -2.26935, 1.84051, nan, nan, nan, nan, 3.53996
604, 2, 378, 11.3944, 0.000228537, 0.773583, 0.0169793, 74.4317, 2.85169, -1.2423, 0.0785206, 643.402, 0.00565361, 14.157, 2.56524, 1053.73, 195.156, -27.2888, 1.56296, -503.823, 42.6527, -0.390026, 0.133361, nan, nan, nan, nan, 17.4597
605, 3, 378, 13.9603, 7.78544e-05, 0.774013, 0.165512, 1.56757, 0.505142, 5.13466, 2.22087, 638.965, 0.0169192, 7.338, 0.885005, 11.5028, 3.95784, -18.0167, 0.551974, -5.78143, 0.240085, -2.66086, 1.96732, nan, nan, nan, nan, 32.6406
606, 4, 378, 9.92798, 0.000112548, 0.753392, 0.062783, 9.72321, 1.1892, -7.3794, 0.177761, 648.369, 0.00649745, 10.458, 1.46174, 101.685, 18.8858, -25.5213, 2.50182, -70.009, 10.9592, -0.443108, 0.235586, nan, nan, nan, nan, 10.2011
607, 0, 379, 8.94941, 6.94954e-05, 0.60882, 0.0309827, 9.82924, 0.750349, -9.31777, 0.17116, 655.816, 0.00421312, 9.8795, 1.27926, 97.108, 14.5966, -18.4838, 1.1016, -52.792, 4.25965, -0.78531, 0.173987, nan, nan, nan, nan, 16.779
608, 1, 379, 14.6265, 2.23997e-05, 0.883265, 0.0666143, 2.43268, 0.2694, -1.07956, 0.311304, 637.779, 0.00470184, 8.364, 1.28784, 20.3469, 3.85906, -29.5463, 2.55646, -12.689, 1.66327, -0.432782, 0.2283, nan, nan, nan, nan, 11.5575
609, 0, 380, 14.3392, 2.73658e-05, 3.93458, 0.116249, 6.66662, 0.295781, 0.338279, 0.971686, 637.356, 0.0157886, 8.5495, 1.81792, 56.9963, 12.3804, -31.6362, 2.26644, -54.2949, 11.6256, 18.0727, 3.18106, 38.3294, 3.37327, 26.5941, 54.3822, 13.9586
610, 0, 381, 10.3253, 0.000415853, 0.496148, 0.0247032, 62.4832, 6.73948, -1.94476, 0.481773, 647.239, 0.0203667, 11.052, 2.68725, 690.564, 183.688, -24.5823, 1.26329, -285.536, 19.5117, -0.178359, 0.0693994, nan, nan, nan, nan, 19.459
611, 1, 381, 11.0386, 0.000400263, 0.401118, 0.0150607, 75.8889, 5.58451, -3.37522, 0.134768, 644.401, 0.0079442, 11.1495, 2.76733, 846.123, 219.046, -26.7661, 1.23281, -435.541, 28.2628, -0.0887062, 0.0451273, nan, nan, nan, nan, 21.7115
612, 2, 381, 11.9358, 3.49108e-05, 1.07255, 0.0756914, 3.56745, 0.36769, 5.14185, 0.462245, 642.574, 0.00711039, 10.572, 3.34952, 37.7151, 12.5656, -34.1105, 1.49518, -21.7172, 1.47255, -0.45748, 0.134838, nan, nan, nan, nan, 22.8136
613, 4, 381, 13.8132, 6.00293e-05, 1.3119, 0.0770274, 7.36021, 0.63853, -0.215487, 0.368157, 638.699, 0.00869353, 7.778, 1.23918, 57.2477, 10.3851, -35.2545, 3.61513, -56.7158, 12.4759, -0.689452, 0.411004, nan, nan, nan, nan, 9.75191
614, 0, 382, 13.6016, 3.17523e-05, 0.897338, 0.0501184, 4.1041, 0.339056, 0.317358, 0.431367, 638.256, 0.00566158, 4.026, 0.245723, 16.5231, 1.69716, -15.8356, 2.49537, -11.3941, 2.04852, 5.8573, 2.64641, 21.983, 4.9661, 6.46726, 8.42044, 6.346
615, 1, 382, 13.4648, 1.18069e-05, 1.37356, 0.0589269, 2.20576, 0.141059, 5.89736, 0.736456, 638.716, 0.00577108, 7.681, 0.232645, 16.9424, 1.19885, -14.0704, 14.5606, -3.48259, 3.96142, 2.44024, 2.21552, 14.183, 6.43841, 12.7111, 2.69543, 0.966332
616, 2, 382, 12.27, 0.000331176, 0.665903, 0.0227729, 69.293, 4.07533, -1.50369, 0.101522, 641.14, 0.00712214, 11.922, 2.80642, 826.111, 200.443, -29.7613, 1.03654, -589.806, 41.939, -0.218394, 0.0616458, nan, nan, nan, nan, 28.7123
617, 3, 382, 13.5058, 9.77683e-05, 1.17561, 0.0804844, 10.28, 1.04658, -2.45201, 0.336475, 638.63, 0.00983661, 6.711, 1.53083, 68.9891, 17.2332, -23.5735, 3.34365, -40.8806, 7.81565, -2.71268, 1.18334, nan, nan, nan, nan, 7.05023
618, 4, 382, 10.2522, 4.24426e-05, 1.55377, 0.0366763, 12.9435, 0.45409, -4.46467, 0.119827, 646.114, 0.00445676, 10.185, 2.55301, 131.83, 33.367, -27.494, 1.44082, -88.2836, 7.00322, -3.15705, 0.516436, nan, nan, nan, nan, 19.0822
619, 0, 383, 13.1247, 0.000437956, 0.421209, 0.0179209, 73.4207, 5.64123, -0.616383, 0.105174, 638.738, 0.00684582, 5.061, 2.6351, 371.582, 195.566, -16.874, 3.46074, -217.353, 50.6961, -0.397641, 0.33626, nan, nan, nan, nan, 4.87584
620, 1, 383, 12.4661, 0.000280522, 0.59633, 0.0222467, 53.9499, 3.30914, -1.70643, 0.0872217, 639.901, 0.00563493, 12.086, 1.824, 652.038, 106.222, -16.7518, 2.0334, -375.817, 65.4578, -1.36761, 0.490929, nan, nan, nan, nan, 8.23832
621, 2, 383, 9.40916, 2.27259e-05, 0.851899, 0.0379766, 3.6303, 0.235659, -11.7044, 0.235479, 650.602, 0.00363198, 9.2715, 1.96061, 33.6583, 7.44542, -28.2723, 1.88171, -22.9152, 2.76108, -0.445767, 0.173049, nan, nan, nan, nan, 15.0248
622, 4, 383, 14.6819, 1.23625e-05, 1.75329, 0.0356126, 4.37553, 0.130627, -0.210431, 0.241285, 635.968, 0.0037635, 4.513, 0.968766, 19.7468, 4.27966, -22.3614, 2.52206, -14.7591, 2.57102, 12.9805, 3.19752, 32.7112, 4.02892, 7.25734, 15.6509, 8.86632
623, 0, 385, 15.613, 5.20451e-05, 0.56384, 0.0298062, 7.08829, 0.545511, -2.73565, 0.0805239, 632.998, 0.00267148, 7.749, 1.45549, 54.9272, 11.1494, -18.9834, 1.45136, -17.6683, 1.73484, -0.606073, 0.182174, nan, nan, nan, nan, 13.0797
624, 1, 385, 11.0199, 0.000116915, 0.894105, 0.0562694, 13.3713, 1.26393, -0.290808, 0.235511, 640.615, 0.00765839, 9.017, 2.96168, 120.569, 41.2088, -34.7409, 6.1646, -146.087, 62.3738, -0.28609, 0.41888, nan, nan, nan, nan, 5.63554
625, 3, 385, 12.5572, 1.33458e-05, 5.15373, 0.272855, 1.43416, 0.10985, 4.27251, 4.71618, 638.461, 0.0246466, 9.84, 2.39662, 14.1121, 3.60309, -79.8967, 16.3441, -15.5226, 4.80263, -1.8596, 2.86959, nan, nan, nan, nan, 4.88841
626, 0, 387, 9.96576, 2.62163e-05, 0.778634, 0.0842311, 1.74768, 0.279913, 6.52305, 1.64118, 642.98, 0.00873977, 11.302, 3.60787, 19.7523, 7.05453, -1.59351, 4.47607, 1.21708, 2.87619, 0.786561, 0.0968057, 7.97699, 0.490883, 19.6525, 7.09929, 0.356006
627, 1, 387, 13.0856, 0.000103422, 0.946291, 0.0189299, 37.1733, 1.16495, -2.11797, 0.0614828, 635.263, 0.00362174, 9.226, 2.86761, 342.961, 107.139, -25.8494, 1.27911, -141.956, 9.9323, -0.818588, 0.175237, nan, nan, nan, nan, 20.2089
628, 2, 387, 9.47539, 0.000250011, 0.425154, 0.0229626, 33.0394, 3.1885, -3.34696, 0.279971, 646.222, 0.00845084, 11.5645, 2.4054, 382.084, 87.6106, -23.586, 1.61106, -222.687, 26.0528, -0.138764, 0.0770767, nan, nan, nan, nan, 14.64
629, 3, 387, 9.9441, 5.57847e-05, 1.15397, 0.0721816, 6.41994, 0.596591, -7.58985, 0.469762, 643.095, 0.00873054, 8.43, 1.6842, 54.1201, 11.9249, -32.1362, 2.73357, -57.6253, 9.96868, -0.653471, 0.308359, nan, nan, nan, nan, 11.7561
630, 4, 387, 10.9907, 2.15822e-05, 1.6881, 0.0805406, 3.32436, 0.235796, 12.4405, 0.863777, 638.385, 0.0090917, 8.529, 1.28922, 28.3535, 4.73422, -34.224, 1.66777, -19.5737, 1.59088, -1.49577, 0.316684, nan, nan, nan, nan, 20.5208
631, 0, 388, 11.9042, 3.20526e-05, 1.70966, 0.065662, 6.00616, 0.348134, -4.44592, 0.684855, 637.17, 0.00936466, 10.241, 1.52183, 61.5091, 9.81109, -33.2269, 2.30112, -35.8177, 3.51191, -1.74105, 0.482782, nan, nan, nan, nan, 14.4394
632, 1, 388, 11.866, 4.73467e-05, 2.16836, 0.0759331, 9.73169, 0.510922, 0.471917, 0.417424, 637.202, 0.0101435, 9.7885, 1.89056, 95.2586, 19.0659, -30.9209, 1.81002, -45.4579, 3.83411, -6.1327, 1.14604, nan, nan, nan, nan, 17.0832
633, 0, 389, 16.1435, 0.000249555, 0.324523, 0.181008, 3.29139, 2.70349, -16.4716, 1.38129, 629.255, 0.0182845, 2.9015, 0.513287, 9.54997, 8.02404, -14.5109, 2.79014, -10.1576, 2.85992, -0.341118, 0.324842, nan, nan, nan, nan, 5.20076
634, 2, 389, 14.5893, 5.83825e-05, 0.737231, 0.0388714, 7.97135, 0.620318, -0.821508, 0.165081, 633.07, 0.00432198, 8.1155, 3.42074, 64.6915, 27.7288, -22.8278, 2.54838, -41.5988, 7.17357, -0.647601, 0.310644, nan, nan, nan, nan, 8.95775
635, 3, 389, 16.1537, 0.000179954, 0.744359, 0.0108644, 87.9184, 2.32764, -2.18704, 0.0546989, 629.665, 0.00424055, 6.5435, 1.35592, 575.294, 120.179, -14.7597, 1.19061, -291.164, 28.3242, 6.22821, 1.16673, 22.7498, 2.13086, 198.884, 357.387, 12.3968
637, 1, 391, 13.884, 7.19286e-05, 1.01655, 0.0260647, 20.1929, 0.773163, -2.80554, 0.0623014, 632.829, 0.003345, 4.012, 1.14192, 81.0139, 23.2664, -18.8504, 2.37692, -64.564, 11.3973, -18.6721, 10.0988, nan, nan, nan, nan, 7.93059
638, 2, 391, 9.19642, 3.6188e-05, 0.919772, 0.0649006, 3.66532, 0.377101, -10.0215, 0.403615, 647.217, 0.00622465, 7.5005, 1.06283, 27.4917, 4.81413, -22.9508, 5.51306, -13.9254, 4.59095, -1.19942, 1.02408, nan, nan, nan, nan, 4.16298
639, 0, 392, 12.1319, 4.04022e-05, 1.01889, 0.12032, 2.37031, 0.421665, -5.42185, 3.13212, 635.612, 0.0170838, 7.339, 0.913555, 17.3957, 3.77698, -24.3299, 3.93127, -9.36454, 2.14036, -1.37238, 0.803012, nan, nan, nan, nan, 6.18882
640, 1, 392, 11.4326, 0.000220594, 0.815282, 0.0343482, 37.6458, 2.48749, -1.72036, 0.112222, 636.33, 0.00661818, 11.864, 3.03765, 446.63, 118.102, -33.0545, 1.25257, -299.255, 18.9942, -0.269636, 0.0823099, nan, nan, nan, nan, 26.3893
641, 2, 392, 13.3248, 1.80947e-05, 1.19778, 0.0715595, 2.47653, 0.218496, 1.2664, 0.444841, 633.165, 0.00565473, 10.926, 1.43179, 27.0586, 4.27462, -31.3004, 2.95011, -27.1219, 6.15546, -0.829793, 0.383743, nan, nan, nan, nan, 10.6099
642, 3, 392, 14.8262, 0.000123963, 1.0879, 0.0297016, 32.6598, 1.37877, -2.50729, 0.0903455, 630.928, 0.00518658, 7.467, 1.11382, 243.871, 37.8061, -2.94188, 2.61254, -36675.2, 7.99355e+09, 1.11428, 0.0562761, 9.67429, 0.244296, 240.966, 2.43324e+12, 1.12606
643, 0, 393, 12.9299, 1.01603e-05, 1.48853, 0.21286, 1.39467, 0.254336, 7.72378, 1.87835, 634.059, 0.01002, 8.806, 1.09165, 12.2815, 2.70817, -10.0449, 295.754, -2.88157, 70.4938, 1.86957, 22.4407, 12.4679, 74.8269, 10.9587, 37.1965, 0.0339639
644, 1, 393, 13.2318, 0.000210491, 0.677608, 0.0249665, 41.0597, 2.39615, -1.70859, 0.0852288, 633.217, 0.00512626, 5.141, 2.22224, 211.088, 92.0722, -23.3207, 3.54693, -185.233, 48.2405, -0.480515, 0.35251, nan, nan, nan, nan, 6.5749
645, 0, 394, 12.8517, 3.43324e-05, 0.870094, 0.0739366, 2.8219, 0.350351, -2.39491, 0.748477, 632.74, 0.00775726, 10.37, 0.685287, 29.2631, 4.11574, -31.4877, 2.21013, -17.9603, 2.19986, -0.359549, 0.173079, nan, nan, nan, nan, 14.247
646, 1, 394, 14.6694, 6.28292e-05, 0.961356, 0.0400686, 10.8516, 0.671502, -1.81614, 0.151064, 630.577, 0.00480529, 8.1155, 1.12667, 88.0662, 13.3857, -22.3888, 2.9452, -54.0452, 9.64151, -1.71791, 0.716421, nan, nan, nan, nan, 7.6018
647, 2, 394, 13.0277, 1.6664e-05, 1.66307, 0.142533, 1.31683, 0.153123, 3.18625, 1.85723, 632.813, 0.00969811, 13.8595, inf, 18.2506, inf, -25.8552, 12.2502, -9.22867, 6.50048, -8.05437, 9.79631, nan, nan, nan, nan, 2.1106
648, 3, 394, 11.3445, 3.02543e-05, 1.50513, 0.0933159, 3.46154, 0.316645, -1.08071, 1.04009, 634.499, 0.0109649, 14.227, 2.7719, 49.2473, 10.5999, -26.3965, 3.76513, -23.7729, 5.34593, -3.8286, 1.63699, nan, nan, nan, nan, 7.0108
649, 4, 394, 10.9624, 1.85493e-05, 2.65742, 0.0949836, 3.75592, 0.197948, 1.02488, 0.781033, 635.101, 0.0101756, 9.387, 1.72506, 35.2568, 6.74037, -40.3042, 3.02208, -21.1428, 2.3718, -3.15773, 0.882313, nan, nan, nan, nan, 13.3366
650, 0, 395, 14.4133, 5.03695e-05, 2.17017, 0.0188855, 41.5976, 0.574212, -2.54131, 0.0648882, 629.6, 0.00390545, 8.0095, 1.6198, 333.176, 67.5364, -10.4661, 3.10672, -197.235, 57.0791, 2.55865, 0.232118, 14.5826, 0.661462, 306.842, 103.741, 3.36888
652, 2, 395, 11.6186, 2.42413e-05, 1.7009, 0.0659538, 4.4952, 0.256478, 4.30084, 0.45285, 633.507, 0.00707746, 11.179, 1.39003, 50.2518, 6.87486, -19.7726, 4.57657, -32.5626, 10.4072, 5.59219, 1.93731, 21.4896, 3.72234, 27.714, 27.4497, 4.32039
653, 0, 397, 13.3931, 3.35241e-05, 1.06708, 0.0561322, 4.58468, 0.353106, 0.605514, 0.308795, 631.282, 0.00557344, 7.536, 1.33782, 34.5501, 6.68583, -13.8093, 2.1932, -10.7734, 1.86002, 2.32218, 0.479171, 13.8548, 1.42944, 23.4207, 10.0102, 6.29642
654, 1, 397, 9.64168, 0.000417119, 0.359042, 0.0184081, 58.3292, 4.98036, -8.43775, 0.075109, 639.08, 0.00608879, 10.03, 2.45308, 585.042, 151.555, -21.8587, 1.78923, -249.884, 25.9318, -0.11681, 0.0779252, nan, nan, nan, nan, 12.2169
655, 2, 397, 12.6988, 1.85074e-05, 1.95628, 0.188793, 1.63157, 0.227361, -12.602, 3.05506, 632.073, 0.0161898, 8.431, 2.29355, 13.7558, 4.20448, -37.6761, 10.5353, -12.0001, 5.75029, -1.6348, 2.01265, nan, nan, nan, nan, 3.57618
656, 0, 398, 9.03881, 3.12761e-05, 1.30695, 0.1148, 2.63119, 0.340581, -8.33346, 1.08602, 643.356, 0.0112132, 14.086, 1.55487, 37.0629, 6.30498, -27.2838, 3.53451, -15.9878, 2.96404, -1.73779, 0.814561, nan, nan, nan, nan, 7.71926
657, 0, 399, 12.2148, 5.36181e-05, 1.76353, 0.190708, 3.54957, 0.578403, 6.60095, 1.61951, 630.631, 0.0273611, 8.521, 1.74089, 30.2459, 7.90416, -20.2495, 2.84335, -16.7634, 3.40646, 5.89173, 2.42381, 22.1083, 4.54759, 16.5477, 16.0112, 7.1217
658, 1, 399, 14.734, 0.000630817, 0.399851, 0.0242581, 74.3323, 7.87134, -2.92633, 0.112172, 627.042, 0.00829377, 14.328, 2.67155, 1065.03, 228.373, -26.8816, 1.94527, -519.953, 60.5926, -0.0905676, 0.0709886, nan, nan, nan, nan, 13.819
659, 2, 399, 11.2073, 0.000136933, 0.49963, 0.0502949, 9.79229, 1.4623, 0.815513, 0.205217, 631.92, 0.00597104, 9.141, 1.04154, 89.5113, 16.8135, -18.8291, 1.65628, -53.7255, 6.23896, -0.43717, 0.169247, nan, nan, nan, nan, 11.3683
660, 3, 399, 11.6623, 9.12359e-06, 1.60702, 0.0455397, 2.08663, 0.0883342, 6.23499, 1.12632, 631.523, 0.00605169, 9.868, 1.8084, 20.5909, 3.87284, -18.5166, 3.41807, -8.1165, 1.62735, 4.51232, 1.1311, 19.3342, 2.42325, 12.2881, 6.83642, 5.41727
661, 4, 399, 12.2148, 4.69628e-05, 1.78346, 0.158051, 3.80053, 0.495529, -2.59971, 1.31344, 630.674, 0.0171236, 8.521, 1.69835, 32.3843, 7.71304, -19.922, 3.40441, -16.9852, 4.1225, 5.41457, 1.91374, 21.1941, 3.74544, 18.5859, 15.4074, 5.85181
662, 0, 400, 11.533, 0.000266705, 1.0536, 0.0457508, 44.1277, 3.0617, -0.543102, 0.161951, 632.493, 0.00987725, 7.908, 2.35481, 348.962, 106.696, -23.9304, 2.01811, -240.99, 29.127, -1.60877, 0.461545, nan, nan, nan, nan, 11.8578
663, 1, 400, 13.3097, 1.78399e-05, 1.12189, 0.0425836, 3.31715, 0.185206, 0.16292, 0.46581, 630.191, 0.00489065, 11.1695, 1.51179, 37.0509, 5.42475, -31.8772, 3.01763, -14.5907, 1.92862, -0.641784, 0.334205, nan, nan, nan, nan, 10.5636
664, 2, 400, 9.88325, 2.05457e-05, 2.43244, 0.796415, 0.961922, 0.307347, -10.2596, 1.60873, 636.257, 0.0122161, 10.0675, inf, 9.68415, inf, -10.7572, 277.678, -1.77486, 40.1603, 2.84727, 21.444, 15.2455, 57.41, 8.95093, inf, 0.0387397
665, 3, 400, 16.4786, 4.29108e-06, 2.00149, 0.0260728, 1.63677, 0.032015, 1.10107, 0.606077, 622.012, 0.00318146, 8.1775, 1.38302, 13.3847, 2.27878, -17.7641, 2.29329, -5.89889, 0.981094, 3.79176, 0.471612, 17.7917, 1.10645, 9.72445, 3.35476, 7.74612
666, 4, 400, 12.0856, 1.66799e-05, 4.29606, 0.137533, 3.7192, 0.176564, -14.7291, 1.58397, 631.743, 0.0168205, 9.1625, 1.01519, 34.0772, 4.10769, -14.762, 5.73004, -13.6646, 5.4376, 5.0797, 0.638024, 20.4343, 1.2833, 31.3386, 6.51436, 2.57625
667, 1, 401, 10.1974, 1.10033e-05, 2.08926, 0.0848405, 2.30813, 0.140826, -4.23492, 1.06381, 634.764, 0.00838012, 7.657, 1.49432, 17.6734, 3.61371, -32.0923, 2.91575, -13.1414, 1.69319, -4.33481, 1.22312, nan, nan, nan, nan, 11.0065
668, 0, 402, 13.3658, 1.306e-05, 3.10554, 0.0401729, 7.2677, 0.139608, -0.0264149, 0.22769, 629.636, 0.00482706, 10.79, 1.07044, 78.4185, 7.92415, -32.3091, 3.31701, -47.5998, 8.29689, -78330.7, 2.55578e+07, nan, nan, nan, nan, 9.74045
669, 0, 403, 10.5647, 5.42296e-05, 0.96089, 0.0492247, 7.6215, 0.568382, -3.99094, 0.123388, 631.699, 0.00440714, 10.0945, 1.79869, 76.9352, 14.8609, -6.34659, 2.42906, -29.0226, 13.7807, 1.09635, 0.121893, 9.64314, 0.536068, 72.0257, 19.3731, 2.61278
670, 1, 403, 12.078, 1.48134e-05, 1.28941, 0.0499573, 1.694, 0.0976277, -2.38025, 0.721217, 630.478, 0.0055119, 8.484, 2.81845, 14.3719, 4.84576, -19.7046, 1.46155, -5.81465, 0.550492, 11.2966, 4.11187, 30.9838, 5.63892, 4.85552, 14.4035, 13.482
671, 2, 403, 13.6408, 1.33901e-05, 1.50252, 0.0640878, 1.57869, 0.100932, 0.408304, 1.40757, 627.527, 0.00737435, 6.228, 1.41533, 9.83208, 2.32111, -20.6576, 4.91231, -5.70339, 1.94633, 8.92377, 4.1914, 27.6026, 6.48232, 4.03442, 7.89181, 4.20527
672, 0, 405, 15.7183, 8.77119e-05, 0.721865, 0.0152638, 29.8439, 0.968052, -3.73369, 0.0443744, 619.763, 0.0025261, 8.692, 1.62685, 259.403, 49.2751, -14.668, 0.959034, -182.331, 16.3955, 5.78077, 1.18144, 22.1856, 2.26708, 91.6664, 153.942, 15.2946
673, 0, 406, 11.0922, 2.01207e-05, 1.22987, 0.0483914, 3.64978, 0.21276, 0.00279029, 0.552116, 628.107, 0.00585115, 8.053, 1.25383, 29.3917, 4.88642, -24.317, 5.51591, -17.3005, 5.56139, -2.86649, 1.87688, nan, nan, nan, nan, 4.40852
675, 0, 407, 10.864, 0.000520167, 0.346338, 0.022599, 67.5837, 9.35187, 0.513156, 0.509148, 628.757, 0.0226326, 16.241, 2.53266, 1097.63, 228.837, -27.4427, 2.83749, -497.62, 81.5993, -0.0627008, 0.08459, nan, nan, nan, nan, 9.67146
676, 1, 407, 13.9299, 3.3513e-05, 2.09001, 0.401116, 1.58832, 0.420784, -3.97375, 0.19597, 623.632, 0.0185467, 17.5, 3.01329, 27.7956, 8.78241, -30.8536, 2.2198, -10.317, 0.959922, -5.88137, 3.37713, nan, nan, nan, nan, 13.8993
677, 2, 407, 10.9707, 0.000286658, 0.486402, 0.0202795, 49.3632, 3.33928, -1.27049, 0.0760114, 628.609, 0.00478789, 13.221, 2.60547, 652.631, 135.981, -22.1016, 3.15346, -364.981, 84.1216, -0.241698, 0.207831, nan, nan, nan, nan, 7.00869
678, 3, 407, 15.5513, 6.63493e-06, 1.05224, 0.104258, 1.36282, 0.167321, 3.17765, 0.474818, 618.658, 0.0036671, 17.162, 0.307417, 23.3887, 2.90196, 2.30109, 3.6495, -2.68076, 8.57992, 1.06811, 0.118631, 9.51082, 0.528167, 23.2143, 3.53201, 0.630522
679, 4, 407, 13.9299, 2.04334e-05, 1.95799, 0.135481, 2.323, 0.240121, -1.40584, 1.77225, 623.776, 0.0139361, 15.7555, 2.92165, 36.6, 7.7702, -29.1238, 3.82299, -12.8791, 2.2447, -6.76975, 2.80593, nan, nan, nan, nan, 7.61805
680, 5, 407, 12.1195, 1.63802e-05, 2.33997, 0.0778328, 3.51476, 0.171268, 7.65165, 0.623496, 628.213, 0.00807801, 7.869, 0.787517, 27.6576, 3.0786, -18.5261, 5.00126, -40.7567, 36.2667, 4.17584, 1.02173, 18.6626, 2.28316, 20.7037, 142.846, 3.70429
681, 0, 408, 9.57103, 2.31068e-05, 1.40253, 0.0762675, 3.07644, 0.246954, -6.91933, 0.792342, 633.464, 0.00827458, 9.951, 4.07451, 30.6137, 12.7736, -35.9667, 12.2649, -24.6298, 16.8408, -0.790267, 1.49571, nan, nan, nan, nan, 2.9325
682, 0, 409, 15.8518, 5.94076e-05, 1.11389, 0.00734933, 64.4843, 0.721377, -2.31939, 0.0315637, 616.225, 0.00215542, 11.181, 1.40558, 720.999, 90.9958, -0.00855151, 2.44994, -5.24194, 1066.72, 1.11389, 0.00735036, 9.74264, 0.032145, 720.999, 92.3083, 0.0034905
683, 1, 409, 14.0948, 2.73807e-05, 1.96977, 0.0692445, 5.60809, 0.287258, -1.70327, 0.246627, 622.116, 0.00629561, 5.102, 0.876238, 28.6125, 5.12792, -19.2669, 2.92218, -12.4014, 2.1886, 4.46006, 0.834658, 19.3994, 1.81521, 19.0149, 8.22736, 6.59331
684, 1, 410, 10.4499, 1.05341e-05, 2.61974, 0.158321, 1.42639, 0.118447, -6.85055, 2.10644, 628.789, 0.0110654, 5.715, 2.28913, 8.15182, 3.33462, -24.9311, 20.1546, -5.74369, 7.1153, 9.06549, 10.5927, 27.5002, 16.0666, 4.38216, 19.6565, 1.23699
685, 0, 411, 14.8055, 7.12171e-05, 1.32878, 0.0159516, 42.6298, 0.814214, -5.15055, 0.0554939, 618.071, 0.00337668, 6.408, 1.40922, 273.172, 60.3008, -23.0351, 1.38119, -212.231, 20.7546, -7.30705, 1.14244, nan, nan, nan, nan, 16.6778
686, 1, 411, 10.0371, 1.47298e-05, 1.40673, 0.065057, 2.56164, 0.178591, -16.0897, 0.894892, 633.474, 0.00710602, 7.685, 0.436856, 19.6862, 1.77087, -15.4864, 4.71178, -7.94196, 3.19783, 2.91367, 0.958513, 15.4956, 2.5488, 13.6788, 4.50381, 3.28675
687, 2, 411, 12.5215, 1.1723e-05, 3.13604, 0.0690479, 3.83423, 0.125726, 1.46919, 0.803834, 628.339, 0.00856693, 11.114, 3.8628, 42.6136, 14.8766, -34.7601, 2.00317, -24.1912, 2.15414, -19.6923, 3.78619, nan, nan, nan, nan, 17.3525
688, 3, 411, 11.7457, 1.85053e-05, 4.68254, 0.082479, 7.56311, 0.197081, -1.44162, 0.399614, 628.918, 0.00945926, 7.817, 2.08227, 59.1208, 15.8236, -26.1171, 1.80659, -33.9893, 3.6441, 8.34176, 0.569904, 26.3159, 0.898944, 44.2948, 21.8479, 14.4566
689, 0, 413, 14.7167, 4.23014e-05, 1.26839, 0.0370659, 10.4206, 0.4512, -6.54416, 0.136922, 615.941, 0.00434364, 12.2535, 1.36424, 127.689, 15.2534, -24.6271, 3.13043, -62.4376, 13.7558, -3.17001, 1.15187, nan, nan, nan, nan, 7.86699
690, 1, 413, 13.1709, 1.65718e-05, 2.156, 0.0779987, 3.21641, 0.17075, -1.60973, 0.842252, 623.804, 0.0088182, 11.698, 2.33493, 37.6256, 7.77118, -21.0334, 7.55291, -21.3031, 10.6506, 5.50687, 2.45974, 21.5467, 4.81212, 23.5427, 22.9297, 2.78481
691, 0, 414, 10.6184, 3.76093e-05, 1.49419, 0.0322996, 12.5257, 0.396631, -4.26106, 0.0656513, 628.274, 0.00322171, 7.74, 0.911619, 96.9489, 11.8241, -27.1435, 1.19445, -52.7401, 3.31406, -3.13395, 0.431393, nan, nan, nan, nan, 22.7248
692, 0, 415, 15.0782, 1.74558e-05, 0.690572, 0.0807707, 1.69722, 0.279161, 0.178672, 0.428601, 614.914, 0.00435301, 9.594, 2.761, 16.2831, 5.3974, 5.57253, 3.49304, 1.73919, 1.33214, 0.794705, 0.168773, 8.25715, 0.876794, 15.1788, 5.7981, 1.59532
693, 1, 416, 13.8936, 0.000274004, 0.614454, 0.0369889, 32.7406, 3.04905, -3.98822, 0.112712, 618.706, 0.00656618, 5.224, 1.57942, 171.037, 54.1088, -21.7504, 1.94284, -127.824, 15.5506, -0.496521, 0.199938, nan, nan, nan, nan, 11.1952
694, 0, 417, 14.2212, 0.00011957, 0.919244, 0.040184, 19.6893, 1.28345, -5.91003, 0.0948362, 615.24, 0.00511616, 13.7925, 1.59843, 271.565, 36.1089, -28.761, 2.10407, -165.777, 23.1784, -0.571884, 0.218727, nan, nan, nan, nan, 13.6692
695, 1, 417, 15.1735, 0.000180152, 0.405644, 0.0216817, 24.2571, 1.95804, -3.25358, 0.0568082, 611.264, 0.00316614, 8.9095, 1.08035, 216.119, 31.4816, -27.484, 4.26985, -229.816, 66.0698, -0.0930198, 0.154947, nan, nan, nan, nan, 6.43675
